name,funding_total_usd,status,country_code,funding_rounds,Industry_Group,time_between_first_last_funding,days_in_business
SelectHub,1675000,operating,USA,2,Software,370,1001
Selectica,23345892,operating,USA,2,Software,244,7303
SelectMinds,5500000,acquired,USA,1,Professional Services,0,5842
Selerity,3000000,operating,USA,1,Media and Entertainment,0,2554
Selero,2200000,operating,USA,2,Software,279,2749
Selexagen Therapeutics,597387,operating,USA,1,Biotechnology,0,2920
Selexys Pharmaceuticals Corporation,65894532,operating,USA,4,Biotechnology,1189,2372
Self Health Network,5643780,operating,USA,1,Health Care,0,1824
Self Spark,37000,operating,USA,1,Education,0,1459
Selfie.com,1183643,operating,Other,2,Content and Publishing,321,1093
SelfieJobs,1134229,operating,Other,2,Media and Entertainment,3,608
Sell My Timeshare NOW,10100000,operating,USA,2,Real Estate,538,2920
SellABand,5000000,operating,Other,1,Media and Entertainment,0,3438
SellanApp,964544,operating,Other,5,Software,670,1427
Sellbox,9000,operating,Other,2,Community and Lifestyle,466,1417
Sellbrite,600000,operating,USA,1,Software,0,1459
Sellegit.com,500000,operating,USA,1,Internet Services,0,432
Selleration,500000,operating,USA,1,Software,0,1824
Selleroutlet,150000,operating,Other,1,Commerce and Shopping,0,1244
Sellf,500000,operating,Other,1,Data and Analytics,0,881
Selligy,2828000,operating,USA,2,Software,500,1824
Sellobuy,500000,operating,Other,1,Commerce and Shopping,0,1765
sellpoints,20367984,operating,USA,4,Media and Entertainment,2396,5842
SellrBuyr Free Classifieds India,1635,operating,Other,1,Real Estate,0,684
Sellsy,2165094,operating,Other,3,Professional Services,1798,2554
Sellvana,5000000,operating,Other,1,Commerce and Shopping,0,686
Sellywhere,40000,operating,Other,1,Commerce and Shopping,0,1093
Selo Reserva,225000,operating,Other,2,Food and Beverage,609,1338
Selphee,337930,operating,Other,1,Mobile,0,803
SelSahara,3750000,operating,Other,2,Consumer Goods,448,2189
Selventa,5500000,operating,USA,2,Biotechnology,561,5476
Selvz,380000,operating,USA,6,Commerce and Shopping,718,2130
SemaConnect,11300000,operating,USA,2,Information Technology,462,2920
Semadic,500000,operating,Other,1,Sales and Marketing,0,1215
Semafone,2840000,operating,Other,1,Privacy and Security,0,2554
semanticlabs,2073280,operating,Other,2,Advertising,0,3980
Semantify,3200000,operating,USA,2,Advertising,703,2920
Semantra,9100000,closed,USA,3,Other,690,4746
Semasio,720050,operating,Other,2,Advertising,507,1885
Semba Biosciences,1220000,operating,USA,3,Biotechnology,867,4015
Semblee_,150000,operating,USA,1,Content and Publishing,0,1704
SEMCO Engineering,5846400,operating,Other,1,Advertising,0,1981
SemEquip,26000000,acquired,USA,1,Advertising,0,5842
Semetric,4700000,operating,Other,1,Other,0,2920
SemiNex,839766,operating,USA,2,Advertising,736,4656
semiosBIO Technologies,474000,operating,Other,1,Biotechnology,0,2189
SemiSouth Laboratories,39000000,closed,USA,4,Consumer Electronics,1956,5660
Semitech Semiconductor,9000000,operating,Other,1,Media and Entertainment,0,2069
Semmle,10000000,operating,Other,2,Software,1028,3289
Semmx,1750000,operating,USA,2,Other,304,1673
Semnur Pharmaceuticals,6000000,operating,USA,1,Biotechnology,0,1093
Semprius,57619386,operating,USA,13,Energy,2629,4015
Semprus BioSciences,27000000,acquired,USA,3,Biotechnology,1039,3650
Semtek Innovative Solutions,6721023,acquired,USA,2,Software,701,6207
Senaptec,100000,operating,USA,1,Biotechnology,0,482
Senath Pty Ltd,146067,operating,Other,2,Software,181,3165
Sencera,15600000,closed,USA,1,Information Technology,0,2473
Sencha,29000000,operating,USA,2,Software,488,3195
Send the Trend,3000000,acquired,USA,1,Commerce and Shopping,0,1977
Send Word Now,33000000,operating,USA,3,Information Technology,784,5476
SendGrid,47362000,operating,USA,5,Financial Services,1944,2354
SendHub,10000000,operating,USA,3,Internet Services,937,1490
Sendia,10400000,acquired,USA,3,Hardware,1099,5111
SendinBlue,1662122,operating,Other,3,Internet Services,1826,2615
Sendio,7000000,operating,USA,2,Privacy and Security,728,3243
Sendmail,2943368,acquired,USA,1,Software,0,6572
SendMe,34500000,operating,USA,4,Mobile,1008,3499
Sendmebox,328571,operating,Other,2,Commerce and Shopping,1,1059
SendMeHome.com,50000,closed,USA,1,Media and Entertainment,0,2738
Sendmybag,159759,operating,Other,1,Transportation,0,1206
Sendori,2500000,acquired,USA,2,Data and Analytics,334,3438
SendtoNews,4000000,operating,Other,2,Sports,282,2175
SendUs,25125716,operating,USA,3,Gaming,983,1093
sendwithus,2300000,operating,USA,1,Information Technology,0,1093
Sendyou Inc.,560625,operating,Other,1,Software,0,712
Senergen Devices,2500000,closed,USA,1,Information Technology,0,3285
Senex Biotechnology,600000,operating,USA,2,Biotechnology,821,5111
Senexx,250000,operating,USA,1,Financial Services,0,1399
SenGenix,1969801,operating,USA,1,Health Care,0,1459
Senhwa Biosciences,17000000,operating,USA,1,Biotechnology,0,748
Senior Care Centers,5000000,operating,USA,1,Health Care,0,2920
Senior Wellness Solutions,435775,operating,USA,2,Biotechnology,229,1824
Seniorlink,5000000,operating,USA,1,Health Care,0,1504
SeniorQuote Insurance Services,1400000,operating,USA,1,Financial Services,0,645
SeniorSource,100000,operating,Other,1,Internet Services,0,1459
Sennari,17000000,operating,USA,3,Software,484,6207
"Seno Medical Instruments, Inc.",52732281,operating,USA,4,Health Care,2123,2801
Senova Systems,10316249,operating,USA,3,Manufacturing,715,3285
SensAble Technologies,34300000,acquired,USA,3,Software,3961,8398
SenSage,39918369,acquired,Other,7,Privacy and Security,2449,4151
Sensbeat,541250,operating,Other,2,Media and Entertainment,278,1062
Senscient,5600000,operating,USA,2,Manufacturing,1140,4381
Senscio Systems,3810000,operating,USA,3,Software,515,2554
Sensdata,130701,operating,Other,1,Professional Services,0,4381
Sense Health,2000000,operating,USA,1,Health Care,0,1459
Sense Networks,9000000,acquired,USA,2,Software,451,4626
Sense of Skin,19615,operating,Other,1,Clothing and Apparel,0,1037
Sense Platform,1860000,operating,USA,3,Software,607,1215
Sense.ly,1278000,operating,USA,2,Health Care,439,973
SenseData,1000000,operating,USA,2,Software,462,1009
Sensee,21915250,operating,Other,1,Commerce and Shopping,0,1824
Senseg,6000000,operating,Other,2,Software,2151,3499
Sensegon,3350000,operating,Other,5,Data and Analytics,1399,2170
SenseLabs (formerly Neurotopia),4891800,operating,USA,2,Sports,136,2554
SenseLogix,3202882,operating,Other,2,Software,661,1877
Sensentia,160750,operating,USA,2,Health Care,153,1493
Senseonics,30299991,operating,USA,3,Health Care,122,620
SensGard,275000,operating,USA,3,Software,1979,4199
Sensible Medical Innovations,20000000,operating,Other,1,Biotechnology,0,3165
Sensible Solutions Sweden,427000,operating,Other,1,Software,0,3267
SensibleSelf,575000,operating,USA,1,Hardware,0,1729
Sensicast Systems,13000000,operating,USA,1,Software,0,5111
Sensicore,12000000,acquired,Other,1,Information Technology,0,3775
Sensics,2293181,operating,USA,4,Software,1952,2409
SensiGen,250000,acquired,USA,1,Biotechnology,0,3151
Sensika Technologies,269515,operating,Other,2,Software,184,1824
Sensilk,250000,operating,Other,1,Consumer Goods,0,424
SENSIMED,26300000,operating,Other,2,Health Care,243,4746
Sensing Electromagnetic Plus,535952,operating,USA,2,Advertising,215,1093
Sensinode,1368100,acquired,Other,1,Software,0,1799
SensioLabs,6900000,operating,Other,1,Software,0,1277
Sensiotec,1000000,operating,USA,1,Health Care,0,2920
Sensitive Object,6040000,acquired,Other,1,Software,0,4746
Sensity Systems,7000000,operating,USA,1,Manufacturing,0,2189
Sensobi,12000,acquired,Other,1,Financial Services,0,2302
Sensopia,1200000,operating,Other,1,Real Estate,0,2045
Sensor Tower,1000000,operating,USA,2,Software,97,1093
Sensoraide,40000,operating,Other,1,Software,0,1093
Sensorberg,1000000,operating,Other,1,Consumer Electronics,0,850
SensorCath,2759989,operating,USA,1,Information Technology,0,1824
SensorDynamics,36760000,acquired,Other,1,Advertising,0,5111
Sensoria Inc.,5560000,operating,USA,3,Health Care,381,1885
Sensorin,2427234,operating,USA,1,Manufacturing,0,3285
Sensorion,991125,operating,Other,1,Biotechnology,0,1343
SensorLogic,19501799,acquired,USA,4,Internet Services,1273,5111
Sensorly,1311300,operating,Other,1,Navigation and Mapping,0,2038
Sensors for Medicine and Science,94100000,operating,USA,4,Software,3501,5021
SensorTech,725483,operating,USA,1,Advertising,0,3285
SensorTran,18400000,operating,USA,4,Manufacturing,1562,7303
SensorWave,1000000,closed,USA,1,Sales and Marketing,0,2920
Sensory Analytics,1000000,operating,USA,1,Other,0,2585
Sensory Medical,1250000,operating,USA,2,Biotechnology,274,2554
Sensory Networks,17400000,acquired,Other,3,Software,813,4746
Sensr.net,1500000,operating,USA,1,Software,0,2554
Sensser,60000,operating,Other,1,Software,0,1459
Sensulin,330000,operating,USA,1,Health Care,0,1604
Sensum,964738,operating,Other,1,Software,0,1824
Sensus Experience,150000,operating,USA,1,Consumer Electronics,0,2189
Sensus Healthcare,10041500,operating,USA,3,Health Care,653,1729
Sensys Networks,16816504,operating,USA,5,Mobile,2054,4381
Sente Inc.,26842000,operating,USA,5,Biotechnology,1948,3285
"Sententia,LLC",700348,operating,USA,1,Professional Services,0,1093
Sentient Energy,15000000,operating,USA,1,Information Technology,0,2554
Sentient Technologies,105780450,operating,USA,2,Software,1680,3285
Sentilla,26350000,operating,USA,3,Information Technology,1757,4746
Sentillion,29450000,acquired,USA,3,Health Care,915,6572
Sentimed Medical Corporation,475000,operating,USA,2,Health Care,792,1885
Sentiment,1515251,operating,Other,1,Community and Lifestyle,0,3076
SentinelOne,14520000,operating,Other,3,Privacy and Security,404,1093
SentiOne,269870,operating,Other,1,Community and Lifestyle,0,1551
Sentisis,437320,operating,Other,2,Software,336,1459
sentitO Networks,6000000,operating,USA,1,Software,0,5842
Sentons,37691801,operating,USA,4,Advertising,874,1824
SentreHEART,26000000,operating,USA,1,Health Care,0,1304
Sentri,125000,operating,USA,1,Real Estate,0,643
Sentrigo,9500000,acquired,USA,3,Privacy and Security,1323,3377
Sentrinsic,865018,operating,USA,2,Software,468,3650
Sentrix,6000000,operating,USA,1,Privacy and Security,0,1824
Sentropi,40000,operating,Other,1,Privacy and Security,0,859
Sentry Wireless,1107075,closed,Other,1,Mobile,0,3316
Senzari,3000000,operating,USA,2,Mobile,160,2189
SeoPult,10000000,operating,Other,1,Data and Analytics,0,2920
SEOshop Group B.V.,1615000,operating,Other,3,Commerce and Shopping,1990,2630
Sepaton,88000000,operating,USA,7,Software,4877,6207
SEPMAG Technologies,1151550,operating,Other,1,Biotechnology,0,3254
SepSensor,3263734,operating,USA,9,Hardware,1613,4746
SeptRx,2700000,operating,USA,1,Health Care,0,1668
Sequana Medical,26061240,operating,Other,1,Health Care,0,3650
Sequans Communications,17880403,operating,Other,3,Advertising,1955,4746
Sequel Pharmaceuticals,5373034,operating,USA,3,Biotechnology,498,3285
Sequel Youth and Family Services,66000000,operating,USA,1,Health Care,0,6207
Sequella,47425097,operating,USA,8,Biotechnology,2308,6937
Sequence,870000,operating,USA,1,Design,0,3834
Sequence Design,5970000,acquired,USA,2,Software,434,7668
Sequenom,183117265,operating,USA,3,Biotechnology,1000,8033
Sequent,12000000,operating,USA,2,Software,790,2189
Sequent Medical,65100000,operating,USA,5,Health Care,1792,3285
Sequenta,41460000,operating,USA,4,Biotechnology,1412,2920
Sequitur Labs,617506,operating,USA,2,Privacy and Security,816,2189
Sequoia Communications,74000000,closed,USA,7,Advertising,1666,5842
Sequoia Media Group,8800000,operating,USA,1,Internet Services,0,3156
Sequoia Pharmaceuticals,60800000,closed,USA,3,Biotechnology,1542,5111
Sera Prognostics,49586850,operating,USA,6,Biotechnology,1414,2920
Seragon Pharmaceuticals,30000000,acquired,USA,1,Biotechnology,0,1093
Seratis,890000,operating,USA,3,Hardware,296,1093
SerbisU,20000,operating,Other,1,Professional Services,0,485
Serebra Learning,420000,acquired,Other,1,Education,0,1846
Seren Photonics,2842139,operating,Other,1,Manufacturing,0,2554
Serena & Lily,69936227,operating,USA,5,Commerce and Shopping,1487,4746
Serene Oncology,1770000,operating,USA,2,Biotechnology,599,1824
Sereniti,750000,operating,USA,1,Software,0,1062
Seres Health,20500000,operating,USA,2,Biotechnology,200,769
Sergian Technologies,50000,operating,Other,1,Community and Lifestyle,0,1459
Serina Therapeutics,22650080,operating,USA,3,Biotechnology,489,1673
Seriosity,6000000,operating,USA,1,Software,0,4381
Serious Business,4000000,acquired,USA,1,Platforms,0,2889
Serious Energy,135147224,operating,USA,5,Information Technology,1481,4991
Serious Parody,1583666,operating,Other,1,Gaming,0,1322
Serious USA,360000,operating,USA,1,Media and Entertainment,0,6937
Seriously,10000000,operating,USA,3,Mobile,377,881
Sermo,41000000,acquired,USA,4,Health Care,1630,3650
Sernova,85077,operating,Other,1,Biotechnology,0,1357
Serometrix,227979,operating,USA,1,Biotechnology,0,5476
SERPs,75000,operating,USA,3,Software,609,1459
Serstech,1821193,operating,Other,1,Biotechnology,0,3650
Serus,13800000,acquired,USA,2,Software,174,5842
Servant Health Group,270000,operating,USA,1,Biotechnology,0,3104
Servato Corp,4638095,operating,USA,3,Consumer Goods,89,728
Serve Smart,17000,operating,USA,1,Education,0,1459
ServeMotion,704000,operating,USA,1,Software,0,412
Server Density,596705,operating,Other,3,Apps,767,2459
ServerEngines,51937902,acquired,USA,1,Advertising,0,2122
Servergy,25637090,operating,USA,2,Design,519,2554
Serveron,8000000,operating,USA,2,Software,416,5476
Servhawk,200000,operating,USA,1,Other,0,1540
Service at Home,300000,operating,Other,1,Education,0,1093
Service Route,45000,operating,Other,1,Software,0,892
Service2Media,10000000,operating,USA,1,Mobile,0,4015
ServiceBench,7300000,operating,USA,1,Software,0,7668
ServiceFrame,1356885,operating,Other,1,Professional Services,0,2554
ServiceGems,1400000,operating,USA,1,Real Estate,0,1450
Servicelink Holdings,350000000,operating,USA,1,Real Estate,0,696
ServiceMaster Home Service Center,30000000,acquired,USA,2,Professional Services,397,5842
ServiceMax,122000000,operating,USA,5,Software,1946,3285
ServiceMesh,15000000,acquired,USA,2,Transportation,623,2920
ServiceNow,83703892,operating,USA,6,Software,2450,4381
ServiceTrade,700000,operating,USA,1,Mobile,0,1080
Servio,9356180,acquired,USA,2,Professional Services,936,2435
Servis1st Bank,10400000,operating,USA,1,Financial Services,0,4015
SERVIZ,7499890,operating,USA,1,Real Estate,0,728
Servo Software,3011408,acquired,USA,1,Mobile,0,2920
Servoyant,400000,operating,USA,1,Software,0,2018
"ServusXchange, LLC",1950000,operating,USA,1,Software,0,3681
Sesamea,1260800,operating,Other,1,Financial Services,0,3834
SessionM,26500000,operating,USA,2,Advertising,353,1824
Sessions,20000,acquired,USA,2,Health Care,366,1459
SET,10000000,operating,USA,2,Other,286,1735
Set.fm,1249970,operating,USA,2,Media and Entertainment,413,1824
Setera Communications,6440000,operating,Other,1,Software,0,4015
SETiT,60000,operating,Other,1,Events,0,1338
SetJam,694000,acquired,USA,3,Media and Entertainment,569,2403
SetMeUp,500000,operating,Other,1,Community and Lifestyle,0,1279
setObject,1000,operating,USA,1,Mobile,0,1459
SetPoint Medical,42907152,operating,USA,4,Biotechnology,1535,3650
Setred,2880000,operating,Other,1,Software,0,2159
Settle,1500000,operating,Other,1,Financial Services,0,518
Settleware,35000,operating,USA,1,Software,0,6207
SetuServ,160000,operating,USA,1,Data and Analytics,0,646
SETVI,350000,operating,USA,2,Software,215,1093
Seva Coffee,28000,operating,Other,1,Software,0,1154
Seva Search,3517205,operating,USA,2,Mobile,903,1520
Sevar Consult,150000,operating,Other,1,Software,0,3577
Seven Energy,255000000,operating,Other,1,Energy,0,4381
Seven Generations Energy,251000000,operating,Other,1,Information Technology,0,2920
SEVEN Networks,62000000,operating,USA,2,Hardware,218,5842
Seven Seas Water,20000000,operating,USA,1,Information Technology,0,6937
Seven Technologies,10549203,operating,Other,1,Software,0,1351
Seven10 Storage Software,1300000,operating,USA,1,Software,0,5221
Sevence,1200000,operating,USA,1,Commerce and Shopping,0,3456
sevenload,38732500,operating,Other,1,Software,0,3535
SevenLunches,291,operating,USA,1,Platforms,0,2403
Sevenpop,400000,operating,Other,1,Media and Entertainment,0,1459
SEVENROOMS,1665000,operating,USA,3,Food and Beverage,520,1704
Seventh Continent,400000,operating,Other,1,Financial Services,0,3118
Seventh Sense Biosystems,26027500,operating,USA,13,Biotechnology,1562,2920
Seventymm,1800000,operating,Other,1,Commerce and Shopping,0,4015
"SevOne, Inc.",152000000,operating,USA,2,Software,1364,4015
SEWORKS,2000000,operating,USA,2,Privacy and Security,87,1124
Sezion,54090,operating,Other,1,Software,0,1784
sezmi,95892257,acquired,USA,6,Gaming,1559,3285
SezWho,1000000,acquired,USA,1,Content and Publishing,0,3377
sfilatino,100000,operating,Other,1,Commerce and Shopping,0,1401
SFJ Pharmaceuticals,69500000,operating,USA,4,Financial Services,365,2920
Sfletter.com,25000,operating,Other,1,Privacy and Security,0,547
SFOX,120000,operating,USA,1,Software,0,532
SGB,37400000,operating,USA,3,Biotechnology,1456,3285
SGN (Social Gaming Network),22000000,acquired,USA,3,Gaming,761,2189
Sgnam,64330,operating,Other,2,Commerce and Shopping,384,1399
Sgrouples,3600000,operating,USA,2,Internet Services,458,1667
SGX Pharmaceuticals,25000000,acquired,USA,1,Biotechnology,0,6572
ShadesCases inc.,110000,operating,USA,2,Software,0,3285
SHADOW,100000,operating,USA,1,Internet Services,0,1093
"Shadow Government, Inc.",956263,operating,USA,1,Gaming,0,1824
Shadow Health,2150000,operating,USA,5,Health Care,955,1824
Shadow Networks,10199301,operating,USA,1,Software,0,2189
ShadowdCat Consulting,95238,operating,Other,1,Software,0,2189
Shady Grove Fertility,250000,operating,USA,1,Biotechnology,0,9129
Shahiya,500000,acquired,Other,1,Food and Beverage,0,1307
Shaka,25000,operating,Other,1,Software,0,1824
Shake,4000000,operating,Other,2,Professional Services,416,1459
Shake,101147,operating,Other,2,Administrative Services,31,608
Shaker,18000000,operating,Other,3,Natural Resources,457,2189
Shakr Media,3800000,operating,Other,3,Advertising,864,1888
Shakti Technology Ventures,25000,operating,USA,1,Mobile,0,850
Shanda Games,40000000,operating,Other,1,Professional Services,0,5903
Shangby,1000000,operating,Other,1,Commerce and Shopping,0,3134
Shanghai 4Space Culture & Media,5810000,operating,Other,1,Information Technology,0,1927
Shanghai AngellEcho Network,1000000,operating,Other,1,Commerce and Shopping,0,2554
Shanghai Anymoba,585651,operating,Other,1,Commerce and Shopping,0,2311
Shanghai Dajun Technologies,20000000,operating,Other,1,Information Technology,0,4015
Shanghai Guanyi Software Science and Technology,10000000,operating,Other,1,Community and Lifestyle,0,2920
Shanghai Media Group,12000000,operating,Other,1,Content and Publishing,0,2815
Shanghai Moteng Website,164744,operating,Other,1,Mobile,0,1093
Shanghai Muhe Network Technology,1000000,operating,Other,1,Media and Entertainment,0,1824
Shanghai Mymyti Network Technology,3000000,operating,Other,1,Mobile,0,3650
Shanghai SynaCast Media,11717309,operating,Other,1,Internet Services,0,2317
Shanghai Unionpay Merchant Services,22900000,operating,Other,3,Financial Services,2010,4260
Shanghai Woshi Cultural Transmission,4942339,operating,Other,1,Media and Entertainment,0,1824
Shanghai Yinku network,4942339,operating,Other,1,Media and Entertainment,0,728
Shanghai Yupei Group,250000000,operating,Other,1,Transportation,0,5842
ShanghaiMed Healthcare,27000000,operating,Other,2,Health Care,704,3650
ShangPin,60000000,operating,Other,3,Commerce and Shopping,942,2554
Shanxi Zinc Industry Group,26000000,operating,Other,1,Information Technology,0,6937
SHAPE,2500000,operating,Other,1,Information Technology,0,6207
Shape Medical Systems,8320993,operating,USA,1,Biotechnology,0,4381
Shape Pharmaceuticals,3000000,acquired,USA,1,Biotechnology,0,2920
Shape Security,66000000,operating,USA,3,Privacy and Security,669,1824
ShapeUp,12500000,operating,USA,3,Health Care,1177,3650
Shapeways,48500000,operating,USA,5,Commerce and Shopping,943,3226
Sharalike,1584187,operating,USA,3,Content and Publishing,730,1247
Share Practice,4125000,operating,USA,6,Health Care,509,1246
Share Some Style,100000,operating,USA,1,Commerce and Shopping,0,1093
Share Your Brain,15000,operating,USA,1,Internet Services,0,3925
Share0,50000,operating,Other,1,Community and Lifestyle,0,1758
Shareable Ink,24700000,operating,USA,5,Software,1120,2554
Shareable Social,18000,operating,USA,1,Software,0,898
Shareablee,6000000,operating,USA,1,Other,0,597
Shareaholic,7755000,operating,USA,4,Media and Entertainment,1856,2342
Sharecare,14000000,operating,USA,3,Health Care,834,2249
Shared Performance,486250,operating,USA,3,Software,1628,2920
Shared Spectrum,3000000,operating,USA,1,Software,0,5842
SharedBy.co,500000,operating,Other,1,Platforms,0,1763
ShareDesk,1250000,operating,USA,2,Software,126,1246
Sharegate,130000,operating,USA,1,Financial Services,0,2554
Shareholder InSite,4825002,acquired,USA,2,Software,291,2920
Shareight,1006008,operating,Other,1,Software,0,1185
Sharelook,30000,closed,Other,1,Software,0,1581
Sharely.Us,200000,operating,Other,1,Community and Lifestyle,0,1235
ShareMagnet,500000,operating,USA,2,Advertising,274,2072
ShareNotes.com,250000,operating,USA,1,Education,0,2888
SharePlow,650000,operating,Other,1,Internet Services,0,2206
ShareSDK,1644736,operating,Other,1,Community and Lifestyle,0,747
ShareSquare,416386,operating,USA,2,Media and Entertainment,284,2069
ShareThis,97758221,operating,USA,9,Community and Lifestyle,2836,3285
Sharethrough,38000000,operating,USA,7,Other,2738,2920
Sharetivity,2000000,closed,USA,1,Internet Services,0,3098
Sharetribe,1190000,operating,Other,3,Software,1007,1551
Sharewave,1250000,operating,USA,1,Software,0,1399
Sharewire,1560840,operating,Other,1,Mobile,0,4746
ShareWithU,17000000,operating,Other,2,Community and Lifestyle,395,1946
ShareYourCart,65382,acquired,Other,2,Commerce and Shopping,138,1704
Sharingforce,101463,closed,Other,1,Advertising,0,1824
Shark Punch,100000,operating,Other,1,Gaming,0,2189
Sharklet Technologies,3174554,operating,USA,2,Biotechnology,1259,3285
SHARKMARX,104000,operating,USA,1,Commerce and Shopping,0,1090
Sharp Corporation,120000000,operating,Other,2,Software,540,1459
Sharp Edge Labs,950000,operating,USA,3,Biotechnology,957,1824
Sharypic,270645,operating,Other,1,Content and Publishing,0,1824
Shaser,3855613,operating,USA,2,Biotechnology,341,4381
Shasta Crystals,2393883,operating,USA,4,Software,916,2618
Shattered Reality Interactive,1100000,operating,USA,2,Community and Lifestyle,326,3499
Shaves2U,500000,operating,Other,1,Media and Entertainment,0,1093
Shawarmanji,375000,operating,Other,1,Professional Services,0,1459
Shazam Entertainment,95000000,operating,USA,8,Software,3755,5111
Shea Radiance,25000,operating,USA,1,Consumer Goods,0,2920
ShedWorx,100000,operating,Other,1,Advertising,0,3106
SheerID,4377770,operating,USA,3,Commerce and Shopping,716,2189
SHEEX,420000,operating,USA,1,Commerce and Shopping,0,3285
SheFinds Media,1300000,operating,USA,1,Commerce and Shopping,0,4350
Shelby.tv,3925000,acquired,USA,4,Media and Entertainment,577,1815
Shelfari,1000000,acquired,USA,1,Community and Lifestyle,0,3650
Shelfbucks,4325000,operating,USA,4,Community and Lifestyle,440,1034
ShelfFlip,125000,operating,USA,2,Commerce and Shopping,98,1093
Shelfie,20000,operating,Other,1,Software,0,530
ShelfX,1600000,operating,USA,3,Software,366,1824
Shenami,25000,operating,Other,1,Community and Lifestyle,0,728
Shenandoah Studios,150000,operating,USA,1,Gaming,0,1824
Shenick Network Systems,3250000,operating,USA,1,Internet Services,0,3873
Shenzhen Domain Network Software,21961932,operating,Other,1,Gaming,0,6937
Shenzhen Jucheng Enterprise Management Consulting Co,14650000,operating,Other,1,Professional Services,0,4746
Shenzhen MR Photoelectricity,2382212,operating,Other,1,Advertising,0,3530
Shenzhen SEG Navigation,29282576,operating,Other,2,Transportation,3136,5356
"Shenzhen Zhizun Automobile Leasing Co., Ltd",55000000,operating,Other,4,Commerce and Shopping,1857,3650
Shenzhou Shanglong Technology,1631321,operating,Other,2,Software,92,942
shenzhoufu,15000000,operating,Other,3,Commerce and Shopping,1948,2707
Shenzhouying Software Technology,5054368,operating,Other,2,Software,181,1154
Sheology,372752,operating,Other,1,Internet Services,0,2189
Shepherd Intelligent Systems,1250000,operating,USA,1,Software,0,1541
ShepHertz,1600000,operating,Other,3,Software,436,979
Sher.ly Inc.,704000,operating,USA,4,Privacy and Security,596,1062
SHERPA assistant,1600000,operating,Other,1,Professional Services,0,1459
Sherpaa,5725212,operating,USA,2,Health Care,619,1428
SHERPANDIPITY,42928,operating,Other,1,Community and Lifestyle,0,1307
SheZoom,2000000,operating,USA,1,Community and Lifestyle,0,2826
Shibumi,2298670,operating,USA,2,Mobile,531,1824
Shidonni,1500000,operating,Other,1,Education,0,2920
Shield Therapeutics,11814560,operating,Other,1,Biotechnology,0,1673
ShieldEffect,650000,closed,Other,1,Privacy and Security,0,4015
ShieldSquare,350000,operating,Other,1,Privacy and Security,0,1093
SHIFT,14000000,operating,USA,4,Consumer Goods,1043,2189
Shift,23800000,operating,USA,2,Information Technology,321,728
Shift,13550000,operating,USA,3,Other,413,1006
Shift Network,350000,operating,USA,1,Education,0,2158
Shiftboard Online Scheduling,1392573,operating,USA,3,Software,1344,4868
Shiftgig,13000000,operating,USA,2,Internet Services,737,1149
ShiftLabs,17000,operating,USA,1,Design,0,1459
ShiftPlanning,4250000,operating,USA,3,Software,1112,2149
Shijiebang,12000000,operating,Other,3,Education,273,1093
SHINE Medical Technologies,136666166,operating,USA,5,Software,1317,2189
Shine Technologies Corp,3300000,operating,USA,2,Internet Services,305,1824
Shineon,101500000,operating,Other,3,Manufacturing,486,2220
Shiny Ads,500000,acquired,Other,1,Advertising,0,2434
Shiny Media,4500000,operating,Other,1,Content and Publishing,0,3258
Ship & Duck,410172,closed,Other,1,Data and Analytics,0,1273
shipbeat,1592388,operating,Other,1,Transportation,0,728
ShipBob,20000,operating,USA,1,Transportation,0,728
ShipEarly,15000,operating,Other,1,Commerce and Shopping,0,728
Shipey,2608500,operating,USA,3,Information Technology,339,835
ShipHawk,6000000,operating,USA,2,Software,309,1368
Shipizy,33350,operating,Other,1,Other,0,1206
Shippable,10050000,operating,USA,3,Software,458,1093
Shippo,2275000,operating,USA,4,Commerce and Shopping,248,820
Shippter,40000,operating,Other,1,Commerce and Shopping,0,1093
ShipServ,3250000,operating,Other,1,Other,0,5903
Shipu,5600000,operating,Other,3,Software,1704,6603
Shipwire,10000000,acquired,USA,2,Software,1381,3650
Shipzi,285000,operating,USA,2,Software,396,1612
Shiram Credit,15000000,operating,Other,1,Financial Services,0,1564
Shire Leasing,129104098,operating,Other,1,Financial Services,0,446
Shizzlr,200000,operating,USA,1,Events,0,2189
Shnergle,113638,operating,Other,1,Internet Services,0,1164
Shock Treatment Management,4000000,operating,USA,1,Education,0,4381
Shocking Technologies,55900000,closed,USA,6,Software,1861,3650
Shockwave Medical,12500000,operating,USA,1,Health Care,0,702
Shodogg,4479992,operating,USA,5,Data and Analytics,1001,1704
Shoebox,1200000,operating,Other,1,Internet Services,0,1399
Shoeboxed,2511360,operating,USA,3,Financial Services,1673,3165
ShoeDazzle,66000000,acquired,USA,4,Clothing and Apparel,1049,2495
Shoefitr,1230000,operating,USA,3,Commerce and Shopping,529,2189
Shoes of Prey,8550000,operating,Other,3,Commerce and Shopping,2071,2464
Shogether,8000,operating,Other,1,Consumer Goods,0,696
Shoka.me,12350,operating,Other,1,Transportation,0,546
ShomoLive,300000,operating,USA,1,Commerce and Shopping,0,2189
Shoobs,94000,operating,Other,2,Internet Services,20,1093
Shooger,10000000,operating,USA,2,Data and Analytics,546,2554
Shoop,200000,operating,Other,1,Commerce and Shopping,0,1459
Shoopi,100000,operating,Other,1,Financial Services,0,669
Shootitlive,311527,operating,Other,1,Content and Publishing,0,2795
